Benchmark	SATTune	Baseline	SATTuneParallel
36	1.201446	13.29073476	0.08825
38	87.881844	36.90030962	21.709966
41	5.204671	10.32709724	0.017096
42	94.830051	4.572925097	25.517758
43	26.248466	395.9355038	26.248466
44	1.260453	19.97887125	1.260453
45	0.199359	5.466180124	0.199359
46	19.614112	96.86368767	5.601299
47	251.631953	635.2231934	1.691771
48	0.668454	17.70918951	0.329457
49	853.945892	44.58650251	133.071809
50	300.893226	163.1499186	124.12288
